ticker,date,open,high,low,close
APE,2022-06-21,4.39096,4.85116,4.29847,4.39946
APE,2022-06-22,4.39946,4.48231,4.00269,4.0976
APE,2022-06-23,4.1006,4.47812,3.95284,4.32417
APE,2022-06-24,4.32314,4.61608,4.32018,4.51777
APE,2022-06-25,4.51867,4.66998,4.28493,4.51454
APE,2022-06-26,4.52133,5.28363,4.47076,4.89886
APE,2022-06-27,4.88852,5.23918,4.65268,5.17939
APE,2022-06-28,5.18448,5.56323,4.79207,5.09123
APE,2022-06-29,5.08988,5.12484,4.60789,4.73926
APE,2022-06-30,4.7412,4.82366,4.21015,4.31821
APE,2022-07-01,4.31651,4.8169,4.28935,4.6286
APE,2022-07-02,4.6282,4.64069,4.35707,4.5808
APE,2022-07-03,4.5803,4.67738,4.46703,4.58773
APE,2022-07-04,4.58787,4.81791,4.40636,4.81162
APE,2022-07-05,4.81502,5.09178,4.61302,4.9025
APE,2022-07-06,4.9051,5.1591,4.75456,5.00978
APE,2022-07-07,5.01058,5.23771,4.88402,5.10803
APE,2022-07-08,5.10903,5.29399,4.90936,4.9889
APE,2022-07-09,4.98621,5.09283,4.93095,5.04127
APE,2022-07-10,5.03907,5.06516,4.7063,4.81211
APE,2022-07-11,4.81141,4.82041,4.4354,4.49315
APE,2022-07-12,4.48986,4.48986,4.18361,4.1937
APE,2022-07-13,4.19623,4.56573,4.17609,4.46298
APE,2022-07-14,4.46378,4.75355,4.33283,4.60673
APE,2022-07-15,4.60563,4.79244,4.52538,4.6664
APE,2022-07-16,4.6668,4.88382,4.44892,4.70149
APE,2022-07-17,4.70196,5.1623,4.63981,5.04949
APE,2022-07-18,5.04939,6.25942,4.95116,5.79037
APE,2022-07-19,5.79307,6.36665,5.62774,6.20989
APE,2022-07-20,6.2052,6.50392,5.81238,6.0523
APE,2022-07-21,6.04496,6.55017,5.64273,6.36939
APE,2022-07-22,6.36509,6.92804,6.21244,6.29839
APE,2022-07-23,6.29648,6.89099,6.13081,6.69217
APE,2022-07-24,6.69347,6.93469,6.4307,6.60726
APE,2022-07-25,6.60772,6.68624,6.03771,6.2211
APE,2022-07-26,6.2218,6.2218,5.43147,5.53257
APE,2022-07-27,5.53327,6.63416,5.53153,6.54157
APE,2022-07-28,6.54427,7.20829,6.33512,6.9905
APE,2022-07-29,6.9895,7.16246,6.52152,6.67794
APE,2022-07-30,6.67934,7.12332,6.59011,6.73689
APE,2022-07-31,6.72789,7.30246,6.59771,6.9465
APE,2022-08-01,6.949,7.26674,6.46657,6.57397
APE,2022-08-02,6.57077,6.9911,6.21386,6.82646
APE,2022-08-03,6.82526,7.48727,6.56624,7.31643
APE,2022-08-04,7.30498,7.72341,7.06372,7.25462
APE,2022-08-05,7.25512,7.70744,7.23825,7.50503
APE,2022-08-06,7.50753,7.58732,7.28189,7.37132
APE,2022-08-07,7.37132,7.3983,7.11168,7.28498
APE,2022-08-08,7.28528,7.56156,7.14976,7.31468
APE,2022-08-09,7.31408,7.4809,6.81756,7.06991
APE,2022-08-10,7.06911,7.29378,6.65463,7.12136
APE,2022-08-11,7.12335,7.27778,6.84728,6.93096
APE,2022-08-12,6.93076,6.9989,6.73827,6.87776
APE,2022-08-13,6.88156,7.1527,6.76807,6.84197
APE,2022-08-14,6.84177,6.89422,6.34958,6.41859
APE,2022-08-15,6.41822,6.79914,6.24406,6.29101
APE,2022-08-16,6.29517,6.36037,6.07209,6.18646
APE,2022-08-17,6.18696,6.43774,5.94544,6.05162
APE,2022-08-18,6.05142,6.42472,6.00194,6.15736
APE,2022-08-19,6.15582,6.17782,5.07241,5.13861
APE,2022-08-20,5.15825,5.33477,4.84491,4.99425
APE,2022-08-21,4.9958,5.33059,4.86447,5.2441
APE,2022-08-22,5.2447,5.28261,4.90101,5.07249
APE,2022-08-23,5.07414,5.30178,5.00995,5.2014
APE,2022-08-24,5.20768,5.57808,5.0665,5.38328
APE,2022-08-25,5.38663,5.49387,5.18141,5.31356
APE,2022-08-26,5.31456,5.38505,4.8831,4.9677
APE,2022-08-27,4.9643,4.97485,4.6625,4.68984
APE,2022-08-28,4.68599,5.0634,4.67009,4.82485
APE,2022-08-29,4.822,4.97289,4.59453,4.91114
APE,2022-08-30,4.90854,5.0839,4.67457,4.82833
APE,2022-08-31,4.82913,4.9963,4.75974,4.84315
APE,2022-09-01,4.84575,4.86395,4.59935,4.74662
APE,2022-09-02,4.74912,4.86804,4.64122,4.70401
APE,2022-09-03,4.70515,4.78918,4.65544,4.714
APE,2022-09-04,4.71487,4.81488,4.7097,4.7729
APE,2022-09-05,4.772,4.8433,4.62976,4.71767
APE,2022-09-06,4.71857,4.8125,4.2899,4.3667
APE,2022-09-07,4.3661,4.46265,4.17157,4.44051
APE,2022-09-08,4.4406,4.54866,4.36229,4.48912
APE,2022-09-09,4.48933,5.29215,4.46081,5.0014
APE,2022-09-10,5.0002,5.09617,4.93728,4.99915
APE,2022-09-11,4.9995,5.82039,4.95853,5.58234
APE,2022-09-12,5.58804,5.72407,5.23089,5.51069
APE,2022-09-13,5.51239,5.88955,5.02565,5.30671
APE,2022-09-14,5.30321,5.30321,4.82779,5.07457
APE,2022-09-15,5.07487,5.3058,4.88802,4.99705
APE,2022-09-16,4.99225,4.9962,4.56009,4.66273
APE,2022-09-17,4.66293,5.7798,4.6338,5.6429
APE,2022-09-18,5.6399,5.7455,5.05869,5.0644
APE,2022-09-19,5.0624,6.1839,4.9307,5.993
APE,2022-09-20,5.9987,6.0499,5.5584,5.60396
APE,2022-09-21,5.60896,6.3901,5.50955,5.8655
APE,2022-09-22,5.8548,6.0312,5.598,5.7854
APE,2022-09-23,5.7861,6.10159,5.44196,5.70793
APE,2022-09-24,5.7096,5.7373,5.47086,5.49264
APE,2022-09-25,5.49254,5.6897,5.34666,5.5075
APE,2022-09-26,5.5096,5.80878,5.3623,5.46585
APE,2022-09-27,5.4641,5.79342,5.29137,5.38516
APE,2022-09-28,5.38386,5.4676,5.21688,5.3857
APE,2022-09-29,5.3879,5.4526,5.2766,5.42474
APE,2022-09-30,5.4246,5.57672,5.35033,5.4144
APE,2022-10-01,5.4092,5.4366,5.17972,5.2469
APE,2022-10-02,5.2468,5.31903,5.0718,5.1011
APE,2022-10-03,5.0991,5.21722,4.9534,5.18822
APE,2022-10-04,5.18722,5.36201,5.15672,5.26218
APE,2022-10-05,5.26228,5.28799,5.0719,5.16762
APE,2022-10-06,5.16683,5.41971,5.14342,5.15528
APE,2022-10-07,5.15268,5.24828,5.0674,5.20713
APE,2022-10-08,5.20712,5.24648,5.11448,5.12123
APE,2022-10-09,5.11973,5.31256,5.10853,5.25695
APE,2022-10-10,5.25485,5.35344,5.11751,5.25577
APE,2022-10-11,5.2561,5.2561,4.61342,4.65498
APE,2022-10-12,4.65198,4.77541,4.62567,4.70854
APE,2022-10-13,4.708,4.76345,4.17217,4.59297
APE,2022-10-14,4.59287,4.75583,4.43854,4.44918
APE,2022-10-15,4.44698,4.55191,4.44244,4.46032
APE,2022-10-16,4.45987,4.58015,4.40915,4.47288
APE,2022-10-17,4.47248,4.58806,4.46492,4.52879
APE,2022-10-18,4.52909,4.63139,4.31934,4.41132
APE,2022-10-19,4.40844,4.44046,4.30354,4.3891
APE,2022-10-20,4.38566,4.38566,4.14077,4.20011
APE,2022-10-21,4.19938,4.54104,3.98474,4.49046
APE,2022-10-22,4.49271,4.60162,4.4134,4.491
APE,2022-10-23,4.4896,4.68483,4.43578,4.63595
APE,2022-10-24,4.64146,4.69637,4.4802,4.52238
APE,2022-10-25,4.52308,4.998,4.43621,4.72681
APE,2022-10-26,4.72671,4.81534,4.62653,4.71132
APE,2022-10-27,4.70892,5.05181,4.57465,4.63888
APE,2022-10-28,4.63468,5.10507,4.54186,4.9783
APE,2022-10-29,4.97529,5.12079,4.89643,4.89683
APE,2022-10-30,4.89557,5.14128,4.70988,4.78616
APE,2022-10-31,4.7845,4.8809,4.63807,4.71082
APE,2022-11-01,4.71262,4.77443,4.44634,4.53015
APE,2022-11-02,4.52455,4.5355,4.15079,4.18075
APE,2022-11-03,4.18075,4.57345,4.17679,4.344
APE,2022-11-04,4.34096,4.734,4.30887,4.71633
APE,2022-11-05,4.71738,5.25037,4.67242,5.18326
APE,2022-11-06,5.18626,5.24026,4.8701,4.92339
APE,2022-11-07,4.91734,4.92834,4.53041,4.56155
APE,2022-11-08,4.56537,4.65,3.20616,3.81742
APE,2022-11-09,3.81341,3.99812,2.90923,3.00609
APE,2022-11-10,3.00102,3.96506,2.85724,3.55741
APE,2022-11-11,3.56024,3.89945,2.91669,3.15699
APE,2022-11-12,3.15426,3.24865,2.85585,2.92672
APE,2022-11-13,2.92572,3.03284,2.80816,2.89494
APE,2022-11-14,2.89294,3.06731,2.61507,2.91662
APE,2022-11-15,2.91947,3.08291,2.88795,2.92907
APE,2022-11-16,2.93741,3.07535,2.81829,2.97026
APE,2022-11-17,2.97126,3.03239,2.8254,2.90373
APE,2022-11-18,2.89974,3.22277,2.85788,3.16735
APE,2022-11-19,3.16436,3.39643,3.04334,3.35447
APE,2022-11-20,3.35451,3.3595,2.9402,3.02839
APE,2022-11-21,3.03142,3.19822,2.90161,3.14219
APE,2022-11-22,3.14322,3.27146,2.8453,3.25602
APE,2022-11-23,3.25602,3.49515,3.14525,3.42623
APE,2022-11-24,3.42626,3.47817,3.23547,3.3322
APE,2022-11-25,3.3302,3.33533,3.17652,3.2112
APE,2022-11-26,3.21417,3.64078,3.20817,3.5559
APE,2022-11-27,3.5539,3.94751,3.52495,3.88651
APE,2022-11-28,3.88751,4.24405,3.51906,4.0884
APE,2022-11-29,4.0954,4.20827,4.01627,4.12847
APE,2022-11-30,4.12947,4.47403,3.92065,4.08016
APE,2022-12-01,4.08016,4.15146,3.85439,3.91724
APE,2022-12-02,3.9252,4.0474,3.78824,3.98144
APE,2022-12-03,3.98164,4.04289,3.86977,3.88949
APE,2022-12-04,3.88449,4.0236,3.87139,3.9933
APE,2022-12-05,3.9953,4.25628,3.8944,3.97182
APE,2022-12-06,3.9722,4.32236,3.91702,4.14792
APE,2022-12-07,4.1457,4.19732,3.85684,3.9209
APE,2022-12-08,3.9168,3.9646,3.7606,3.94498
APE,2022-12-09,3.94988,4.03124,3.87639,3.90812
APE,2022-12-10,3.90992,4.14402,3.88846,4.07862
APE,2022-12-11,4.07952,4.57925,4.03122,4.29123
APE,2022-12-12,4.29296,4.4417,4.16127,4.34329
APE,2022-12-13,4.34379,4.40444,3.92141,4.06762
APE,2022-12-14,4.06912,4.13822,3.939,4.02158
APE,2022-12-15,4.02108,4.08181,3.93109,4.0089
APE,2022-12-16,4.0111,4.0524,3.44113,3.48815
APE,2022-12-17,3.48945,3.51986,3.25109,3.49415
APE,2022-12-18,3.49225,3.57514,3.43054,3.48645
APE,2022-12-19,3.487,3.58908,3.32893,3.38157
APE,2022-12-20,3.37687,3.58834,3.34773,3.52934
APE,2022-12-21,3.52834,3.58305,3.45887,3.55838
APE,2022-12-22,3.55648,3.6684,3.51465,3.58049
APE,2022-12-23,3.58039,3.70871,3.52338,3.56674
APE,2022-12-24,3.56514,3.63987,3.54851,3.60755
APE,2022-12-25,3.60755,3.61948,3.49905,3.57943
APE,2022-12-26,3.58044,3.59964,3.55042,3.57728
APE,2022-12-27,3.58032,3.64058,3.56352,3.63528
APE,2022-12-28,3.63548,3.6673,3.5386,3.61478
APE,2022-12-29,3.61458,3.68104,3.56072,3.61951
APE,2022-12-30,3.62017,3.64348,3.56338,3.5892
APE,2022-12-31,3.59027,3.64758,3.58704,3.61919
APE,2023-01-01,3.61929,4.02445,3.61566,3.8212
APE,2023-01-02,3.8236,3.97635,3.79848,3.94924
APE,2023-01-03,3.952,4.0397,3.86424,3.99764
APE,2023-01-04,3.99764,4.19128,3.98531,4.02797
APE,2023-01-05,4.02767,4.10239,3.97467,4.01479
APE,2023-01-06,4.01759,4.04293,3.88786,4.03675
APE,2023-01-07,4.03701,4.23967,4.01486,4.145
APE,2023-01-08,4.1477,4.46546,4.07681,4.35838
APE,2023-01-09,4.36438,4.9944,4.36277,4.59175
APE,2023-01-10,4.5973,5.05724,4.47668,4.84378
APE,2023-01-11,4.84303,5.18325,4.7053,4.9309
APE,2023-01-12,4.93015,5.0811,4.52183,4.86284
APE,2023-01-13,4.85949,4.9969,4.69948,4.90044
APE,2023-01-14,4.90404,5.54383,4.89539,5.16926
APE,2023-01-15,5.16726,5.30596,4.92154,5.15249
APE,2023-01-16,5.14874,5.32165,4.80029,4.96495
APE,2023-01-17,4.95795,5.1199,4.86024,4.92674
APE,2023-01-18,4.92364,4.94254,4.48426,4.59667
APE,2023-01-19,4.59077,4.82616,4.4858,4.79031
APE,2023-01-20,4.79771,5.24315,4.7959,5.15868
APE,2023-01-21,5.16343,6.0009,5.06548,5.62613
APE,2023-01-22,5.59084,5.86411,5.37891,5.53211
APE,2023-01-23,5.5241,5.9586,5.49937,5.66085
APE,2023-01-24,5.66445,5.94358,5.31944,5.43696
APE,2023-01-25,5.43121,6.23412,5.29569,5.92101
APE,2023-01-26,5.91801,6.40796,5.892,6.15049
APE,2023-01-27,6.16949,6.40654,5.88871,6.24537
APE,2023-01-28,6.24919,6.37121,5.94137,5.96213
APE,2023-01-29,5.96749,6.31177,5.95077,6.18071
APE,2023-01-30,6.20819,6.31238,5.66606,5.7704
APE,2023-01-31,5.76635,5.96958,5.74423,5.85663
APE,2023-02-01,5.85753,6.08807,5.51224,6.00086
APE,2023-02-02,6.0027,6.27756,5.83168,5.95379
APE,2023-02-03,5.95119,6.01684,5.81113,5.94868
APE,2023-02-04,5.94968,6.00758,5.87871,5.93097
APE,2023-02-05,5.93077,5.95464,5.59382,5.74714
APE,2023-02-06,5.74714,5.80724,5.59481,5.65783
APE,2023-02-07,5.65243,5.97918,5.5709,5.95102
APE,2023-02-08,5.95066,6.13996,5.74133,5.75216
APE,2023-02-09,5.74134,5.79477,4.91093,5.01545
APE,2023-02-10,5.0155,5.12913,4.92439,5.03375
APE,2023-02-11,5.0291,5.38395,5.0158,5.32948
APE,2023-02-12,5.32998,5.40825,5.09351,5.23102
APE,2023-02-13,5.23082,5.31499,4.76237,4.94597
APE,2023-02-14,4.94362,5.23304,4.93381,5.21843
APE,2023-02-15,5.22019,5.67565,5.17731,5.58786
APE,2023-02-16,5.59531,5.74695,5.22438,5.22578
APE,2023-02-17,5.22448,5.58427,5.15267,5.51465
APE,2023-02-18,5.51385,5.76289,5.50067,5.67416
APE,2023-02-19,5.68201,5.78773,5.50139,5.63464
APE,2023-02-20,5.63494,5.96053,5.45184,5.82523
APE,2023-02-21,5.82373,5.92774,5.45009,5.57815
APE,2023-02-22,5.57795,5.60904,5.25113,5.4929
APE,2023-02-23,5.4953,5.65107,5.40092,5.44191
APE,2023-02-24,5.43842,5.53701,5.0145,5.08365
APE,2023-02-25,5.08355,5.18746,4.85198,5.00535
APE,2023-02-26,5.00015,5.30531,4.99265,5.22611
APE,2023-02-27,5.22646,5.28686,4.9791,5.0316
APE,2023-02-28,5.033,5.1888,4.92138,4.9985
APE,2023-03-01,4.99885,5.21827,4.97195,5.06456
APE,2023-03-02,5.05916,5.11166,4.91171,5.00055
APE,2023-03-03,5.0028,5.0038,4.56584,4.79904
APE,2023-03-04,4.79964,4.85569,4.58143,4.67883
APE,2023-03-05,4.67917,4.9084,4.67613,4.77773
APE,2023-03-06,4.77357,4.87865,4.72322,4.81171
APE,2023-03-07,4.81077,4.87475,4.55972,4.66257
APE,2023-03-08,4.66147,4.74707,4.31103,4.34544
APE,2023-03-09,4.34524,4.51314,3.84825,3.95866
APE,2023-03-10,3.9556,4.07921,3.7998,4.05766
APE,2023-03-11,4.05727,4.19643,3.61844,3.75853
APE,2023-03-12,3.76868,4.303,3.76522,4.29353
APE,2023-03-13,4.29353,4.74669,4.20668,4.51795
APE,2023-03-14,4.51595,4.68417,4.16388,4.32571
APE,2023-03-15,4.32675,4.47068,4.00984,4.10115
APE,2023-03-16,4.10216,4.38568,4.02865,4.09405
APE,2023-03-17,4.09806,4.4386,4.07889,4.39611
APE,2023-03-18,4.39711,4.63736,4.23039,4.2948
APE,2023-03-19,4.29581,4.44215,4.22204,4.34312
APE,2023-03-20,4.34212,4.38581,4.03415,4.07683
APE,2023-03-21,4.07582,4.22576,3.94775,4.12917
APE,2023-03-22,4.12411,4.15572,3.82344,3.97988
APE,2023-03-23,3.98088,4.17679,3.97703,4.12857
APE,2023-03-24,4.12857,4.21969,3.93401,4.03015
APE,2023-03-25,4.02947,4.26311,3.93644,4.00588
APE,2023-03-26,4.00588,4.20278,3.98186,4.12365
APE,2023-03-27,4.12553,4.14744,3.81833,3.90984
APE,2023-03-28,3.90583,4.15091,3.87643,4.07359
APE,2023-03-29,4.07359,4.22627,4.05705,4.11474
APE,2023-03-30,4.11323,4.20113,3.99676,4.04809
APE,2023-03-31,4.04809,4.20413,4.02513,4.18184
APE,2023-04-01,4.18688,4.26032,4.16537,4.23953
APE,2023-04-02,4.24157,4.39485,4.07687,4.10955
APE,2023-04-03,4.09454,4.39105,4.06054,4.14962
APE,2023-04-04,4.14966,4.35879,4.14382,4.26017
APE,2023-04-05,4.26213,4.37035,4.16583,4.22852
APE,2023-04-06,4.22856,4.24581,4.14624,4.18646
APE,2023-04-07,4.19251,4.34626,4.14207,4.19014
APE,2023-04-08,4.1871,4.32412,4.16404,4.20468
APE,2023-04-09,4.20068,4.22349,4.15361,4.22283
APE,2023-04-10,4.21983,4.2629,4.16471,4.23447
APE,2023-04-11,4.24143,4.40318,4.24143,4.35326
APE,2023-04-12,4.3503,4.72362,4.18314,4.32337
APE,2023-04-13,4.32337,4.55323,4.32337,4.46628
APE,2023-04-14,4.46428,4.67809,4.37376,4.54977
APE,2023-04-15,4.54377,4.59522,4.4682,4.51406
APE,2023-04-16,4.50801,4.56315,4.44882,4.56205
APE,2023-04-17,4.5621,4.59954,4.36749,4.50734
APE,2023-04-18,4.50666,4.56733,4.4166,4.50481
APE,2023-04-19,4.50186,4.51286,4.12348,4.20327
APE,2023-04-20,4.19818,4.22427,4.01148,4.06433
APE,2023-04-21,4.06228,4.10063,3.85615,3.86561
APE,2023-04-22,3.86357,3.95812,3.84504,3.95736
APE,2023-04-23,3.95736,4.03957,3.89831,3.9602
APE,2023-04-24,3.9382,4.02904,3.89074,3.95708
APE,2023-04-25,3.95512,4.01368,3.837,4.00392
APE,2023-04-26,4.00892,4.13983,3.79968,3.94226
APE,2023-04-27,3.93026,4.16496,3.90429,4.08639
APE,2023-04-28,4.08431,4.09931,3.97771,4.04515
APE,2023-04-29,4.04011,4.11192,4.02285,4.09642
APE,2023-04-30,4.08041,4.09529,3.90422,3.92023
APE,2023-05-01,3.91519,3.92292,3.79027,3.85304
APE,2023-05-02,3.85304,3.88178,3.81184,3.84034
APE,2023-05-03,3.84334,3.85504,3.75305,3.841
APE,2023-05-04,3.84704,3.89225,3.76777,3.7964
APE,2023-05-05,3.7894,3.8378,3.70141,3.78144
APE,2023-05-06,3.78344,3.81985,3.52915,3.59024
APE,2023-05-07,3.58408,3.6378,3.53285,3.5982
APE,2023-05-08,3.59924,3.60128,3.26225,3.34654
APE,2023-05-09,3.35155,3.38544,3.29963,3.33833
APE,2023-05-10,3.34234,3.39437,3.17349,3.36236
APE,2023-05-11,3.36036,3.36903,3.16216,3.23391
APE,2023-05-12,3.24024,3.30898,3.12812,3.29664
APE,2023-05-13,3.30064,3.36068,3.22293,3.26096
APE,2023-05-14,3.26163,3.39103,3.22493,3.29998
APE,2023-05-15,3.30065,3.42139,3.27797,3.38337
APE,2023-05-16,3.37936,3.46038,3.33,3.44872
APE,2023-05-17,3.43938,3.48374,3.33733,3.43737
APE,2023-05-18,3.43872,3.44072,3.32833,3.39936
APE,2023-05-19,3.39736,3.46749,3.37627,3.44203
APE,2023-05-20,3.44572,3.45576,3.40238,3.43109
APE,2023-05-21,3.43443,3.51811,3.42971,3.48209
APE,2023-05-22,3.48209,3.49675,3.42071,3.43272
APE,2023-05-23,3.43872,3.52135,3.42189,3.50418
APE,2023-05-24,3.50318,3.5266,3.3108,3.3528
APE,2023-05-25,3.34783,3.35677,3.19487,3.2361
APE,2023-05-26,3.23529,3.25927,3.19429,3.23865
APE,2023-05-27,3.24397,3.24665,3.18095,3.2412
APE,2023-05-28,3.2443,3.27892,3.22729,3.27875
APE,2023-05-29,3.27775,3.35047,3.20386,3.20696
APE,2023-05-30,3.20696,3.23704,3.17683,3.19925
APE,2023-05-31,3.19828,3.20396,3.10381,3.13147
APE,2023-06-01,3.1315,3.17186,3.06646,3.08089
APE,2023-06-02,3.0949,3.18376,3.0116,3.15082
APE,2023-06-03,3.14382,3.16111,3.11493,3.11625
APE,2023-06-04,3.11625,3.27205,3.10409,3.26504
APE,2023-06-05,3.26008,3.37074,2.7872,2.85583
APE,2023-06-06,2.85386,3.26772,2.83299,3.14891
APE,2023-06-07,3.14791,3.16073,2.85991,2.86331
APE,2023-06-08,2.86632,2.94856,2.85048,2.91252
APE,2023-06-09,2.90552,2.92853,2.80441,2.83346
APE,2023-06-10,2.83249,2.83869,2.08877,2.30734
APE,2023-06-11,2.30934,2.42014,2.23403,2.39698
APE,2023-06-12,2.39298,2.39596,2.182,2.25409
APE,2023-06-13,2.25709,2.3142,2.19352,2.23351
APE,2023-06-14,2.23703,2.29375,2.00002,2.05681
APE,2023-06-15,2.05382,2.15078,2.03272,2.11125
APE,2023-06-16,2.11023,2.12188,2.01739,2.09434
APE,2023-06-17,2.10036,2.15906,2.08358,2.11413
APE,2023-06-18,2.11611,2.13838,2.02661,2.05053
APE,2023-06-19,2.05253,2.08727,1.95747,2.05936
APE,2023-06-20,2.05634,2.1383,2.0031,2.11932
APE,2023-06-21,2.11932,2.25609,2.11332,2.21211
APE,2023-06-22,2.20724,2.3919,2.20526,2.23947
APE,2023-06-23,2.23547,2.34722,2.13538,2.26431
APE,2023-06-24,2.26434,2.33198,2.13711,2.17437
APE,2023-06-25,2.17437,2.48502,2.17108,2.29874
APE,2023-06-26,2.29874,2.52506,2.28321,2.31949
