ticker,date,open,high,low,close
PEOPLE,2022-08-01,0.0342179,0.0397035,0.033231,0.0348304
PEOPLE,2022-08-02,0.0348104,0.0406006,0.0329932,0.0392767
PEOPLE,2022-08-03,0.0392967,0.0394675,0.0357761,0.035889
PEOPLE,2022-08-04,0.0358788,0.0378676,0.0332847,0.033993
PEOPLE,2022-08-05,0.03398,0.0360512,0.033952,0.0356688
PEOPLE,2022-08-06,0.0356058,0.0365413,0.0349472,0.0357172
PEOPLE,2022-08-07,0.0356979,0.0359119,0.0337638,0.0347533
PEOPLE,2022-08-08,0.0347286,0.0355019,0.0338771,0.0348832
PEOPLE,2022-08-09,0.0348812,0.0353277,0.0308152,0.0326258
PEOPLE,2022-08-10,0.0326545,0.0337563,0.0313145,0.0327725
PEOPLE,2022-08-11,0.0327761,0.0345799,0.0319634,0.0322682
PEOPLE,2022-08-12,0.0322841,0.0325146,0.0311266,0.0321558
PEOPLE,2022-08-13,0.0321425,0.0330615,0.0308425,0.0312982
PEOPLE,2022-08-14,0.0312942,0.0322683,0.0287681,0.0293521
PEOPLE,2022-08-15,0.0293498,0.0303649,0.0280887,0.0289512
PEOPLE,2022-08-16,0.0289552,0.0292143,0.0275371,0.0277235
PEOPLE,2022-08-17,0.0277305,0.028961,0.0250663,0.0255188
PEOPLE,2022-08-18,0.0255438,0.0265386,0.0251453,0.0256533
PEOPLE,2022-08-19,0.0256526,0.025718,0.0206491,0.021942
PEOPLE,2022-08-20,0.0219777,0.0231366,0.0207514,0.0212108
PEOPLE,2022-08-21,0.0212166,0.023037,0.0212166,0.0226433
PEOPLE,2022-08-22,0.0226325,0.0228612,0.0211173,0.0216333
PEOPLE,2022-08-23,0.0216421,0.0241126,0.0216378,0.0233522
PEOPLE,2022-08-24,0.0233537,0.0247632,0.0226383,0.0244762
PEOPLE,2022-08-25,0.024485,0.0245558,0.0232334,0.0238327
PEOPLE,2022-08-26,0.0239077,0.0245787,0.021775,0.0223822
PEOPLE,2022-08-27,0.0223812,0.0233642,0.0214491,0.0227807
PEOPLE,2022-08-28,0.0227615,0.0232232,0.0221058,0.0221578
PEOPLE,2022-08-29,0.022151,0.0227276,0.0209791,0.0225846
PEOPLE,2022-08-30,0.0225808,0.0228253,0.0202674,0.0203948
PEOPLE,2022-08-31,0.0203968,0.0213188,0.0200736,0.0205948
PEOPLE,2022-09-01,0.0206038,0.0206742,0.0192528,0.0204918
PEOPLE,2022-09-02,0.0205282,0.0209704,0.0197504,0.020174
PEOPLE,2022-09-03,0.0201722,0.02072,0.0200172,0.020454
PEOPLE,2022-09-04,0.020455,0.021847,0.020454,0.021436
PEOPLE,2022-09-05,0.021446,0.0217182,0.020338,0.0211491
PEOPLE,2022-09-06,0.0211501,0.0217912,0.0188941,0.019246
PEOPLE,2022-09-07,0.019221,0.022175,0.0188784,0.0218305
PEOPLE,2022-09-08,0.0218325,0.021929,0.0202018,0.0209931
PEOPLE,2022-09-09,0.020989,0.0241908,0.0207375,0.023481
PEOPLE,2022-09-10,0.0234792,0.0238333,0.0225495,0.0230714
PEOPLE,2022-09-11,0.0231026,0.025107,0.0226236,0.0230388
PEOPLE,2022-09-12,0.0230855,0.0239129,0.0221537,0.0228611
PEOPLE,2022-09-13,0.0228409,0.0229289,0.0204054,0.0206154
PEOPLE,2022-09-14,0.0206101,0.0209014,0.0197748,0.0205646
PEOPLE,2022-09-15,0.0205641,0.0207316,0.0192266,0.020132
PEOPLE,2022-09-16,0.0201312,0.020648,0.0194323,0.0205149
PEOPLE,2022-09-17,0.0205209,0.0211041,0.020426,0.020878
PEOPLE,2022-09-18,0.020885,0.0219652,0.0185421,0.019196
PEOPLE,2022-09-19,0.019194,0.0226983,0.0187521,0.0223042
PEOPLE,2022-09-20,0.0223042,0.0235254,0.0216272,0.0227803
PEOPLE,2022-09-21,0.0227265,0.0230843,0.020436,0.020662
PEOPLE,2022-09-22,0.020643,0.022295,0.020353,0.02179
PEOPLE,2022-09-23,0.0217912,0.024141,0.0217912,0.0240146
PEOPLE,2022-09-24,0.0240213,0.0241183,0.0225868,0.0229571
PEOPLE,2022-09-25,0.022965,0.0241644,0.0223303,0.022428
PEOPLE,2022-09-26,0.022452,0.0235295,0.022109,0.0227837
PEOPLE,2022-09-27,0.022783,0.023702,0.0220578,0.0221888
PEOPLE,2022-09-28,0.0221798,0.024825,0.0216117,0.024036
PEOPLE,2022-09-29,0.024082,0.024129,0.022399,0.0229793
PEOPLE,2022-09-30,0.022973,0.0232343,0.02246,0.0227
PEOPLE,2022-10-01,0.022698,0.022891,0.022015,0.02232
PEOPLE,2022-10-02,0.02232,0.022645,0.0221872,0.022373
PEOPLE,2022-10-03,0.0223492,0.0226473,0.021575,0.0224712
PEOPLE,2022-10-04,0.0224692,0.0230029,0.0224155,0.0226528
PEOPLE,2022-10-05,0.0226528,0.0227495,0.021939,0.0221522
PEOPLE,2022-10-06,0.0221564,0.0226022,0.0217887,0.0217887
PEOPLE,2022-10-07,0.0217827,0.0221209,0.0215476,0.021768
PEOPLE,2022-10-08,0.0217652,0.0221211,0.0213573,0.0214226
PEOPLE,2022-10-09,0.0214246,0.0218894,0.0214058,0.0217924
PEOPLE,2022-10-10,0.0217794,0.0222418,0.0214891,0.02215
PEOPLE,2022-10-11,0.022144,0.0227745,0.021208,0.022113
PEOPLE,2022-10-12,0.02211,0.0224056,0.0207252,0.0208916
PEOPLE,2022-10-13,0.02089,0.02107,0.0181066,0.0200056
PEOPLE,2022-10-14,0.0200086,0.0206434,0.0194504,0.0195138
PEOPLE,2022-10-15,0.0195078,0.0202618,0.0193069,0.01947
PEOPLE,2022-10-16,0.0194632,0.0200784,0.0193284,0.0197038
PEOPLE,2022-10-17,0.019704,0.020135,0.0195584,0.0198024
PEOPLE,2022-10-18,0.0198036,0.0201144,0.0189684,0.0192538
PEOPLE,2022-10-19,0.0192439,0.0194276,0.0182822,0.018563
PEOPLE,2022-10-20,0.0185388,0.0185388,0.0158776,0.0170688
PEOPLE,2022-10-21,0.0170568,0.0172922,0.0159985,0.0171904
PEOPLE,2022-10-22,0.0171902,0.0173349,0.0166653,0.0169285
PEOPLE,2022-10-23,0.0169224,0.0173987,0.0167308,0.0172794
PEOPLE,2022-10-24,0.0172974,0.0176344,0.0166345,0.0169637
PEOPLE,2022-10-25,0.0169667,0.0184757,0.0168712,0.0180958
PEOPLE,2022-10-26,0.0181112,0.0187392,0.0178773,0.0183923
PEOPLE,2022-10-27,0.0183671,0.0197643,0.0182521,0.0188101
PEOPLE,2022-10-28,0.0188121,0.0190336,0.0179813,0.0188338
PEOPLE,2022-10-29,0.0188336,0.0234384,0.0187406,0.0210828
PEOPLE,2022-10-30,0.0210861,0.0218913,0.0190588,0.0195099
PEOPLE,2022-10-31,0.0195439,0.02033,0.0191258,0.0197794
PEOPLE,2022-11-01,0.0197828,0.020124,0.019177,0.0194511
PEOPLE,2022-11-02,0.0194451,0.025471,0.0193161,0.0239086
PEOPLE,2022-11-03,0.0239386,0.0285571,0.0231377,0.02578
PEOPLE,2022-11-04,0.0257897,0.0280603,0.024418,0.0276622
PEOPLE,2022-11-05,0.0276762,0.0344528,0.0267922,0.0296015
PEOPLE,2022-11-06,0.0295615,0.0295909,0.0268784,0.0274622
PEOPLE,2022-11-07,0.0274219,0.0289366,0.0245312,0.0246292
PEOPLE,2022-11-08,0.0246914,0.0253241,0.0162169,0.0188955
PEOPLE,2022-11-09,0.0188694,0.021157,0.0173516,0.0183874
PEOPLE,2022-11-10,0.018339,0.0239324,0.0181375,0.0221737
PEOPLE,2022-11-11,0.022153,0.0366576,0.020415,0.0231755
PEOPLE,2022-11-12,0.0229992,0.0252154,0.0213515,0.0220303
PEOPLE,2022-11-13,0.0221501,0.0225793,0.0202597,0.0217795
PEOPLE,2022-11-14,0.0217225,0.0225863,0.0202346,0.0209347
PEOPLE,2022-11-15,0.0209355,0.0255718,0.0209257,0.0231169
PEOPLE,2022-11-16,0.0231522,0.0264777,0.0224875,0.0236385
PEOPLE,2022-11-17,0.0236164,0.0245206,0.0226321,0.0238014
PEOPLE,2022-11-18,0.0237854,0.0242673,0.0220513,0.0225538
PEOPLE,2022-11-19,0.022553,0.0245835,0.0225478,0.0238699
PEOPLE,2022-11-20,0.0238715,0.025194,0.0212302,0.0214875
PEOPLE,2022-11-21,0.0214825,0.0221141,0.0203492,0.0216538
PEOPLE,2022-11-22,0.021676,0.0226199,0.0205822,0.0225195
PEOPLE,2022-11-23,0.022521,0.0243702,0.0220887,0.0236969
PEOPLE,2022-11-24,0.0237141,0.0244775,0.0230999,0.0235102
PEOPLE,2022-11-25,0.023471,0.0243822,0.0225006,0.0237467
PEOPLE,2022-11-26,0.0237432,0.0258945,0.0237252,0.0251192
PEOPLE,2022-11-27,0.0250802,0.0259984,0.0247571,0.0252938
PEOPLE,2022-11-28,0.0253019,0.0253058,0.0231766,0.023705
PEOPLE,2022-11-29,0.0237207,0.0250397,0.0234122,0.0247119
PEOPLE,2022-11-30,0.0247348,0.0275064,0.0244768,0.026007
PEOPLE,2022-12-01,0.026035,0.0262906,0.0246247,0.0256593
PEOPLE,2022-12-02,0.0256735,0.027259,0.025005,0.0267786
PEOPLE,2022-12-03,0.0267766,0.0275825,0.0255686,0.0256116
PEOPLE,2022-12-04,0.0256146,0.027154,0.0255136,0.0264846
PEOPLE,2022-12-05,0.0264896,0.0278216,0.0258136,0.0270368
PEOPLE,2022-12-06,0.0270357,0.0276946,0.0264505,0.0269365
PEOPLE,2022-12-07,0.026939,0.027408,0.0243782,0.024577
PEOPLE,2022-12-08,0.02457,0.0250148,0.0239368,0.0249337
PEOPLE,2022-12-09,0.0249347,0.025197,0.0235099,0.0237027
PEOPLE,2022-12-10,0.0237017,0.0241272,0.0230938,0.0231215
PEOPLE,2022-12-11,0.0231175,0.0237055,0.0218022,0.0223015
PEOPLE,2022-12-12,0.0222895,0.0226323,0.0207791,0.021708
PEOPLE,2022-12-13,0.0217083,0.0230381,0.0210787,0.0228865
PEOPLE,2022-12-14,0.0229025,0.0231604,0.021821,0.0223766
PEOPLE,2022-12-15,0.0223786,0.0225853,0.0217393,0.0218504
PEOPLE,2022-12-16,0.0218524,0.0225083,0.0191408,0.0191999
PEOPLE,2022-12-17,0.0192449,0.0209395,0.0187718,0.0206047
PEOPLE,2022-12-18,0.0205859,0.0208305,0.0203658,0.0207507
PEOPLE,2022-12-19,0.020693,0.0210818,0.0195764,0.0201
PEOPLE,2022-12-20,0.020211,0.0215682,0.020045,0.0215249
PEOPLE,2022-12-21,0.0215239,0.0217208,0.0210474,0.0213911
PEOPLE,2022-12-22,0.0213899,0.0215428,0.0205615,0.0210914
PEOPLE,2022-12-23,0.0210954,0.0215618,0.0210468,0.0215006
PEOPLE,2022-12-24,0.0215066,0.0215999,0.0211179,0.0212785
PEOPLE,2022-12-25,0.0212785,0.0213694,0.0206771,0.0210408
PEOPLE,2022-12-26,0.0210415,0.0213319,0.0209291,0.0211448
PEOPLE,2022-12-27,0.0211458,0.0214578,0.0208004,0.0209848
PEOPLE,2022-12-28,0.0209908,0.0212389,0.0201002,0.0201211
PEOPLE,2022-12-29,0.0201203,0.0205633,0.0198906,0.0201591
PEOPLE,2022-12-30,0.0201559,0.0203594,0.0198081,0.0202117
PEOPLE,2022-12-31,0.0202307,0.0204631,0.0200768,0.0202079
PEOPLE,2023-01-01,0.0202037,0.0202758,0.019965,0.0201365
PEOPLE,2023-01-02,0.0201345,0.0207547,0.0198846,0.0204892
PEOPLE,2023-01-03,0.0204944,0.0207354,0.0200706,0.0202061
PEOPLE,2023-01-04,0.0202101,0.0213245,0.0202101,0.0209889
PEOPLE,2023-01-05,0.0209811,0.0218552,0.0208502,0.0211044
PEOPLE,2023-01-06,0.0211057,0.0217323,0.0205025,0.0217073
PEOPLE,2023-01-07,0.021712,0.0218891,0.0212165,0.0212659
PEOPLE,2023-01-08,0.0212679,0.0221307,0.0210998,0.0221293
PEOPLE,2023-01-09,0.0221363,0.0235174,0.0221356,0.0229228
PEOPLE,2023-01-10,0.0229078,0.0254022,0.0222259,0.0241664
PEOPLE,2023-01-11,0.0241886,0.0248145,0.0226851,0.0237645
PEOPLE,2023-01-12,0.0237813,0.0242958,0.0228005,0.0240474
PEOPLE,2023-01-13,0.0240394,0.0254073,0.0236011,0.0251643
PEOPLE,2023-01-14,0.02516,0.0272098,0.0243784,0.0259343
PEOPLE,2023-01-15,0.0259613,0.0276786,0.0253535,0.0268578
PEOPLE,2023-01-16,0.026828,0.0283323,0.0258603,0.0267103
PEOPLE,2023-01-17,0.0267203,0.0271524,0.0258197,0.0260529
PEOPLE,2023-01-18,0.0260729,0.0281725,0.0238779,0.0245088
PEOPLE,2023-01-19,0.0244885,0.0247398,0.0236579,0.024579
PEOPLE,2023-01-20,0.0245675,0.0282154,0.024309,0.0273647
PEOPLE,2023-01-21,0.0274049,0.0290567,0.0269484,0.0272555
PEOPLE,2023-01-22,0.0272141,0.0299742,0.0264845,0.0269054
PEOPLE,2023-01-23,0.0268854,0.0289006,0.0268154,0.0276441
PEOPLE,2023-01-24,0.0276839,0.0282345,0.0251338,0.0255105
PEOPLE,2023-01-25,0.0255405,0.029275,0.0250728,0.0283148
PEOPLE,2023-01-26,0.0283248,0.0315906,0.0278419,0.0297424
PEOPLE,2023-01-27,0.0297724,0.0303124,0.0283157,0.0292043
PEOPLE,2023-01-28,0.0292411,0.0299158,0.027705,0.0277653
PEOPLE,2023-01-29,0.0277956,0.0290709,0.0276555,0.0289814
PEOPLE,2023-01-30,0.0290712,0.0292309,0.0255097,0.0266216
PEOPLE,2023-01-31,0.0265619,0.0305779,0.0264716,0.0291326
PEOPLE,2023-02-01,0.0291126,0.0320013,0.0286706,0.0314119
PEOPLE,2023-02-02,0.0314019,0.0321664,0.0301921,0.0305661
PEOPLE,2023-02-03,0.0305861,0.0309328,0.0297648,0.0307025
PEOPLE,2023-02-04,0.0306925,0.0331336,0.0306528,0.0319829
PEOPLE,2023-02-05,0.0319626,0.0320729,0.0286577,0.0294074
PEOPLE,2023-02-06,0.0294174,0.0299672,0.0286554,0.0289612
PEOPLE,2023-02-07,0.0289792,0.0309512,0.0282823,0.0307522
PEOPLE,2023-02-08,0.0307618,0.0314625,0.0286537,0.0291523
PEOPLE,2023-02-09,0.0290217,0.0308597,0.0267559,0.0272127
PEOPLE,2023-02-10,0.0272425,0.0281362,0.0270965,0.0277342
PEOPLE,2023-02-11,0.0277382,0.0283178,0.0276762,0.0281608
PEOPLE,2023-02-12,0.0281718,0.0299523,0.0278339,0.0282828
PEOPLE,2023-02-13,0.0282828,0.0284228,0.0261383,0.0267747
PEOPLE,2023-02-14,0.0267777,0.0279682,0.0267706,0.0277881
PEOPLE,2023-02-15,0.0278171,0.0297559,0.0275968,0.0297113
PEOPLE,2023-02-16,0.0297183,0.0309834,0.0285494,0.0285494
PEOPLE,2023-02-17,0.0285597,0.0295724,0.0281331,0.0293979
PEOPLE,2023-02-18,0.0293989,0.0296939,0.0285144,0.0288786
PEOPLE,2023-02-19,0.0288396,0.0310757,0.028674,0.0293715
PEOPLE,2023-02-20,0.0293668,0.0321045,0.0280384,0.0298312
PEOPLE,2023-02-21,0.0298912,0.0308343,0.0284126,0.0287549
PEOPLE,2023-02-22,0.0287549,0.0292241,0.026964,0.0277738
PEOPLE,2023-02-23,0.0277734,0.0285617,0.027337,0.0278506
PEOPLE,2023-02-24,0.0278352,0.0281292,0.0258568,0.0261725
PEOPLE,2023-02-25,0.0261785,0.0267637,0.0250625,0.0256958
PEOPLE,2023-02-26,0.0256965,0.0267361,0.0256808,0.0263604
PEOPLE,2023-02-27,0.0263493,0.0272008,0.0259326,0.0266776
PEOPLE,2023-02-28,0.0266756,0.0269057,0.0257741,0.0260372
PEOPLE,2023-03-01,0.0260409,0.0269702,0.0257821,0.0268065
PEOPLE,2023-03-02,0.0268042,0.027155,0.0258315,0.0263284
PEOPLE,2023-03-03,0.0263434,0.0264098,0.0218735,0.0229546
PEOPLE,2023-03-04,0.0229721,0.0233314,0.0217711,0.0222116
PEOPLE,2023-03-05,0.0222716,0.0228716,0.0217526,0.0218624
PEOPLE,2023-03-06,0.0218426,0.0223,0.0214428,0.0222487
PEOPLE,2023-03-07,0.0222078,0.0224496,0.0208494,0.0211404
PEOPLE,2023-03-08,0.0211739,0.0214899,0.0194977,0.0198672
PEOPLE,2023-03-09,0.01991,0.0205851,0.0182723,0.0185057
PEOPLE,2023-03-10,0.0185089,0.0191474,0.0172826,0.0186891
PEOPLE,2023-03-11,0.0186819,0.0194267,0.0175436,0.0183313
PEOPLE,2023-03-12,0.0183508,0.0197513,0.0181342,0.0195485
PEOPLE,2023-03-13,0.0195576,0.021622,0.0192397,0.0212164
PEOPLE,2023-03-14,0.0212239,0.0234124,0.0206305,0.0223105
PEOPLE,2023-03-15,0.0223058,0.0228509,0.0197209,0.0201428
PEOPLE,2023-03-16,0.0201143,0.0215081,0.0197986,0.0210326
PEOPLE,2023-03-17,0.0210661,0.0228749,0.021002,0.0227699
PEOPLE,2023-03-18,0.022809,0.024559,0.022271,0.0225492
PEOPLE,2023-03-19,0.0225755,0.0235534,0.0222617,0.02318
PEOPLE,2023-03-20,0.023171,0.0233693,0.0210862,0.021723
PEOPLE,2023-03-21,0.0217049,0.0225595,0.0211518,0.0224143
PEOPLE,2023-03-22,0.0224233,0.0227098,0.0206102,0.0214937
PEOPLE,2023-03-23,0.0214606,0.0234041,0.0213629,0.0229461
PEOPLE,2023-03-24,0.0229456,0.0231249,0.0216476,0.0220267
PEOPLE,2023-03-25,0.0220048,0.0223372,0.0212812,0.0213927
PEOPLE,2023-03-26,0.0213677,0.0223861,0.0213577,0.0219618
PEOPLE,2023-03-27,0.0219932,0.02309,0.0210915,0.021353
PEOPLE,2023-03-28,0.021298,0.0221762,0.0211948,0.0218885
PEOPLE,2023-03-29,0.0218985,0.0231458,0.0218985,0.0230918
PEOPLE,2023-03-30,0.0230144,0.0232328,0.0222336,0.0224963
PEOPLE,2023-03-31,0.0225361,0.022929,0.0222802,0.0229108
PEOPLE,2023-04-01,0.0228906,0.0234844,0.022745,0.0231686
PEOPLE,2023-04-02,0.0231696,0.0243929,0.0224162,0.02265
PEOPLE,2023-04-03,0.0226503,0.0243039,0.022095,0.0234992
PEOPLE,2023-04-04,0.0235092,0.0260515,0.0234701,0.0254527
PEOPLE,2023-04-05,0.025443,0.02643,0.024279,0.0245888
PEOPLE,2023-04-06,0.0245891,0.0247449,0.0236392,0.0238984
PEOPLE,2023-04-07,0.0238904,0.0240651,0.0233181,0.0237095
PEOPLE,2023-04-08,0.0237476,0.0279204,0.0236878,0.02563
PEOPLE,2023-04-09,0.02562,0.0259877,0.0241688,0.0246448
PEOPLE,2023-04-10,0.0246563,0.0248957,0.0241265,0.0248301
PEOPLE,2023-04-11,0.0248701,0.0251273,0.0243309,0.0244542
PEOPLE,2023-04-12,0.0244702,0.0244993,0.0231468,0.0238005
PEOPLE,2023-04-13,0.0238176,0.0244571,0.023606,0.0241932
PEOPLE,2023-04-14,0.0241852,0.0251636,0.0237343,0.0245043
PEOPLE,2023-04-15,0.0244903,0.0251556,0.0239906,0.0243987
PEOPLE,2023-04-16,0.0244017,0.0250062,0.0241423,0.0249289
PEOPLE,2023-04-17,0.0249317,0.0249607,0.0234849,0.0236742
PEOPLE,2023-04-18,0.0236942,0.0242857,0.0232835,0.0240831
PEOPLE,2023-04-19,0.0241056,0.0243186,0.0211833,0.0219612
PEOPLE,2023-04-20,0.0219516,0.0220064,0.0208244,0.0210921
PEOPLE,2023-04-21,0.0210715,0.0216298,0.0200178,0.0201478
PEOPLE,2023-04-22,0.0201778,0.0210599,0.0201002,0.0210599
PEOPLE,2023-04-23,0.0210489,0.0212228,0.0202515,0.02069
PEOPLE,2023-04-24,0.0206474,0.0211745,0.0205049,0.0209364
PEOPLE,2023-04-25,0.0209336,0.0211975,0.0202762,0.0211719
PEOPLE,2023-04-26,0.0211769,0.0217333,0.0196427,0.0205876
PEOPLE,2023-04-27,0.0205776,0.0213794,0.0204209,0.0211254
PEOPLE,2023-04-28,0.0211438,0.0211528,0.020489,0.0208302
PEOPLE,2023-04-29,0.0208438,0.0212305,0.0206611,0.0212305
PEOPLE,2023-04-30,0.0212363,0.0220403,0.0209635,0.0214372
PEOPLE,2023-05-01,0.021441,0.0232567,0.0209653,0.0215456
PEOPLE,2023-05-02,0.0215458,0.0217859,0.0210338,0.0212129
PEOPLE,2023-05-03,0.0212302,0.0213705,0.0202937,0.0210355
PEOPLE,2023-05-04,0.0210877,0.0211839,0.020564,0.0205826
PEOPLE,2023-05-05,0.0205854,0.0217116,0.0205668,0.0214385
PEOPLE,2023-05-06,0.0214265,0.0217855,0.01993,0.0199659
PEOPLE,2023-05-07,0.0200047,0.0202235,0.0194828,0.0195559
PEOPLE,2023-05-08,0.0195601,0.0197625,0.0169815,0.0175834
PEOPLE,2023-05-09,0.0175992,0.0181359,0.0175992,0.0178296
PEOPLE,2023-05-10,0.0178028,0.0186125,0.0174412,0.0183714
PEOPLE,2023-05-11,0.0184064,0.0186618,0.0172205,0.0179031
PEOPLE,2023-05-12,0.0178769,0.018029,0.0169775,0.0178583
PEOPLE,2023-05-13,0.0179133,0.0181229,0.0164599,0.0165799
PEOPLE,2023-05-14,0.0165783,0.0168984,0.0162097,0.01665
PEOPLE,2023-05-15,0.0166383,0.0175573,0.0163582,0.0174992
PEOPLE,2023-05-16,0.0174992,0.0177747,0.0169238,0.0177569
PEOPLE,2023-05-17,0.0177611,0.0182891,0.0172706,0.0182191
PEOPLE,2023-05-18,0.0182491,0.0182791,0.017534,0.0179942
PEOPLE,2023-05-19,0.0180052,0.0180704,0.0173034,0.0174711
PEOPLE,2023-05-20,0.0175077,0.0179431,0.0172569,0.0178558
PEOPLE,2023-05-21,0.0178661,0.0179069,0.0173904,0.0176206
PEOPLE,2023-05-22,0.0175978,0.0177899,0.0170953,0.0176406
PEOPLE,2023-05-23,0.0176371,0.017945,0.0174054,0.0176641
PEOPLE,2023-05-24,0.0176678,0.0178969,0.0166288,0.016989
PEOPLE,2023-05-25,0.0169842,0.0173347,0.0164847,0.0173135
PEOPLE,2023-05-26,0.0173059,0.0176657,0.0170005,0.0175242
